file_name,caption_1,caption_2,caption_3,caption_4,caption_5
160716 HSN spanish plaza.wav,A large number of people discussing and a single bark of a dog,An engine runs while dogs bark and people are conversing.,Crowd chatter resonates in the background as two men and women converse and a dog barks.,"Many people are conversing, a dog is barking and an engine running in close proximity to each other.",Men and women talk outside in a busy area.
lightrainwithtraffic.wav,A gentle rainstorm pours down and increases in speed.,A rainstorm gently pouring water down and increasing in speed.,"It was a heavy, constant downpour of rain.",Rain falls in a heavy down pour constantly.,Rains falls onto the ground or cement ground.
squeakyfloor.wav,A person moving a wooden box on a concrete floor,A person walks inside a home as the wooden floor creaks.,Creaking wood from being walked on in the home of a person.,Someone is carrying a wooden container on a cement surface.,The shoes walking on the wooden floor are making squeaking sounds.
jf Footsteps.wav,A person in heavy boots walks along a wooden floor.,"A person walks up steps, opens a door and walks across the floor.",A person wearing heavy boots walking on a wooden floor.,Shoes moving about at a constant speed on a hardwood surface.,Shoes walking about at a continuous rate on a hardwood floor.
"Hilden, night, open field crickets, light traffic.wav",Cars pass in the night on a distant highway while crickets chirp in the woods.,Crickets are making noises and cars are driving in the distance.,Crickets are making noises as cars are driving in the distance.,Crickets chirping continuously in the night without stopping.,"Outdoors, bugs are chirping and distant automobiles are travelling."
Ambience - Night time with Frogs and crickets.wav,A chorus of frogs croak in the middle of the forest,A chorus of frogs is croaking in the middle of the forest,Frogs and insects making noises outside at night.,Frogs are making noises and birds are chirping back and forth in the background.,The outdoor night is filled with frogs and insect noises.
Lake At Night.wav,A chorus of bugs chirp at one another as wind blows gently,A large amount of crickets and various insects chirp and buzz at night.,Bugs chirp loudly as the wind blows in the background.,Crickets chirp and frogs croak loudly at the same time.,Many crickets chirping and insects buzzing in the night.
3. Ambience interior car windy.wav,A slight rain is coming down and wind.,A slight rain is coming down and with wind.,An industrial dryer is operating with a big load of clothes inside.,Rain falls down at a constant rate and thunder rolls.,Thunder rolls and the rain falls at a constant rate.
20061205.washing.machine.filling.wav,A fast flowing tap is gushing water out to fill a container.,Rain is pouring down as a steady rainfall and continues.,Steady rainfall is pouring down and it continues rain.,Water is rushing out of a pipe and into a large container,Water runs from a faucet into a bathroom tub.
RAIN ON CONCRETE.wav,"A shower is on and a person is in the water,",A shower is on while a person is in the water.,A tap is gushing water out on to a concrete floor.,Rain is falling onto a roof and then pouring down onto a porch.,Water gushes from a tap onto a floor made of concrete.
trains_meet_on_bridge.wav,"A locomotive train is moving down old, uneven railroad tracks.",A train moving past on the tracks and clacking on each set of rails.,"A train passing by, its wheels clanging against the tracks.",The wheels of a train clang against the tracks as it passes by.,The train is moving past on the tracks and clacking on each set of rails.
People Trompenburg 090928.wav,A man and a child talking and walking along a rocky path.,A man and child are talking and walking along a rocky path.,"A man, a woman, and a child are walking over land with pebbles while talking.",A young girl and others talk as they are walking through snow.,A young girl and others talk as they walk through snow.
little_brass_bell.wav,A high pitched tone of a bell that is ringing.,A series of small metal bells are being struck and ringing.,"Several small bells are stuck, making them ring.",Someone is shaking a small bell over and over.,Someone is shaking a very small bell repetitively.
Mop Recycler.wav,A fan running inside of a garage that has something stuck in it.,A fan that have something stuck in it running inside a garage.,A person is operating a piece of machinery.,Machines in a factory are operating in an assembly.,a factory machines is in operation in an assembly
Whalesong.wav,"A few times, an echoed hum from an unknown object repeats.",Air is being blown through metal sound pipes,Air is being blown through the metal sound pipes.,The wind continues to howl in the distance.,The wind howls in the distance continuously throughout.
20091211.barking.stairs.wav,A dog is barking loudly while people are talking in the background.,A dog is barking while a couple has a conversation.,A dog is barking while people are talking.,A reverberating bark of a dog while people have a nearby conversation.,a dogs echoing barking with people talking in the background
Piccadilly_Circus_Ambience.wav,"A group of people are taking, and cars are driving past in the background.",A group of people taking and cars driving past in the background.,People are chatting near a busy road as traffic slowly moves around.,People chat near a busy road as traffic comes and goes.,"the bus is slowly following stepping on its brakes, people are chatting"
rain_thunder.wav,A thunderstorm is rumbling outside as rain pours down and water drips from a gutter.,As the storm is getting stronger the rain is falling steadily and thunder is following close behind it.,Rain that is falling down with thunder in the background.,"With thunder in the background, rain is falling down.",rain is falling steadily and thunder is following it
loud street.wav,A car alarm is sounding in a busy area along with background traffic noise,A car alarm is sounding in a busy area with background traffic noise.,A car alarm sounds as heavy traffic passes close by in a busy part of town.,A car horn alarm goes off while traffic drives by.,A car horn alarm going off while traffic drives by
feuerwehr-faehrt-vorbei.wav,A police car is coming down the road with his siren on and then it passes.,A police car with his siren on is coming down the road then passes.,A siren grows nearer and louder and then passes,A siren is on and increasing in sound while a car passes.,A siren was growing nearer and louder and then passed.
thunder001.wav,A clap of thunder sounds in the distance and the wind howls around.,A clap of thunder sounds in the distance and the wind howls.,A thunderstorm approaches as thunder in the distance becomes nearer and a gentle rain comes down.,A thunderstorm with thunder in the distance while a gentle rain comes down.,The wind is blowing and thunder roars in the sky.
beer_glass_to_beer_glass_dry_hits.wav,A small ball is being hit in intervals during the clip,Someone is tapping different metal pieces to listen to the various sounds.,Someone is tapping on different metal pieces and then listening to the various sounds.,Water constantly dripping from the faucet onto the dishes.,water dripping from a faucet onto dishes in a sink
d0_drips_04.wav,Glasses are clanging back and fourth against each other.,"Into a glass jar, water is dripping slowly.",Water falling from a faucet clanks into the sink.,"Water is pouring from a glass container to another, first slowly, then more rapidly.",Water is slowly dripping into a glass jar.
light rain ambience.wav,Different birds chirp outdoors near a road as cars drive by.,During a rainstorm birds were chirping to one another.,It is raining and birds are chirping back and fourth in the background.,Rain is falling while thunder begins to roar and birds chirp.,Several birds chirping outdoors next to a road with cars driving by.
Car Air Vent.wav,A fan is being operated and is running at different speeds.,A fan is turned on and is running at different speeds.,A person is tapping on something with traffic noise in the background.,"Before turning it back off, someone turned on a fan and changed the speed multiple times.",Someone tapping on something with traffic in the background.
indoors dorm dormitory ambient room tone distant traffic in street.wav,A city hums and vehicles drive by in the distance.,"A workshop with machines being used, a busy city street is in the background.",Factory noise gets louder and louder with people talking in the distant background.,Street noises along a busy street with faint talking in the background.,The city is humming as cars drive by in the distance.
Office meeting room ST.wav,A continuous mechanical hum drones on as some muffled voices speak in the background.,A fan in a workshop is running continuously throughout.,A fan is continuously running in a workshop.,Muffled voices speak in the background while a continuous mechanical hum drones on.,Rain coming down on a parking lot on the side of a busy highway.
Centurion Suburb Evening.wav,"A tree, dripping wet from rainfall, had birds sitting on it chirping away.",The Water trickles into a basin while birds chirp and wind chimes sound in the background.,Water runs slowly and drips while birds cry out.,Water trickles into a basin while birds chirp and wind chimes sound in the background.,birds chirping in a tree with a waterfall off in the distance.
Fuente_collserola_bcn.wav,Liquid pouring into a basin that has already had liquid poured into it.,Water flows at a constant rate in a gurgling fashion.,Water flows in a gurgling fashion at a constant rate.,Water is running and filling up a bathtub.,water running into a bathtub for a bath
vatten.wav,A liquid is poured into a container that already had liquid in it.,A liquid is pouring into a container that already has liquid in it.,Water dropping in a fountain or a small sink or bird bath,"Water is dropping in a fountain, small sink or bird bath.",Water is flowing down a faucet slowly in a tub.
crickets1.wav,A bird chirps as men speak and traffic drives past.,A bird chirps as men speak as a bird chirps and traffic drives past.,"Birds are tweeting, and then a man speaks.",Bugs make noise while people are talking and a vehicle takes off and shifts out.,The noise from the cars rings out as people talk and a bird tweets.
Narrowboat - Output - Stereo Out.wav,An engine hums steadily and then get louder as the vehicle shifts into gear and moves forward.,"An engine hums steadily for a while, then gets progressively louder as the vehicle shifts into gear and moves forward.","An engine idles slowly, and then is put into gear.","An engine is idling, and then put into gear.","An engine is idling, then later speeds up."
Whistling in the shower.wav,A shower is running in the background while a person whistles a tune.,Someone whistles happily while washing up in the shower.,The shower is running and a person is whistling a song and repeating the same tune over and over.,"The shower is running and a person is whistling a song, repeating the same tune over and over.",While washing up in the shower someone whistles a happy tune
draining board metal drip on metal.wav,Echoes are created as water falls through a very long pipe,Water hits a container while a water hose runs in the background.,Water hits a pan while a water hose runs in the background.,Water is pouring out of the spout into an empty basin.,echoes of water falling through a very long pipe
Mug in sink.wav,Running water is being poured into the container that is on the stove.,Water being poured from a spout into another container and the container being set on a hard surface.,Water is poured down a drain before a metallic object is opened and closed.,Water poured from a spout into another container and the container being set on a hard surface.,water is running and being poured into a container that is set upon a stove.
wind_and_waves_ambience.wav,A person is walking down an outside hall and the wind blows softly.,A train is going by quietly in the distance.,Ocean waves roll onto a beach in rapid succession.,Someone is walking down an outside hall as the wind blows softly.,Water or wind hitting the shore or just wind passing by.
cricket chirp.wav,A cricket chirps and then pauses at random intervals.,A cricket is chirping and the cricket chirps three times loudly.,A cricket is chirping on and off several times.,"A cricket is chirping then stops, then begins again repeatedly.",A bug makes noises at a steady rate.
Hard Back Book.wav,A person is opening a book and flipping through the pages then finally closes it.,A person opening a book and flipping pages to finally close it.,Pages are turning and then something is closing.,Someone picked a book and flipped over the pages,Someone picks up a book and flips through the pages.
metro_inside.wav,A busy underground train and a voice towards the end.,A voice announces something in a subway station,Engines hum in the background continuously and then someone says something over a speaker in a large room.,"In a subway station, a voice announces something.",Wind and road noise along with a voice.
SheryT_mixdown.wav,A crowd of people is laughing and talking as dishes clank while being put down.,A lot of people talking together at a gathering.,People clank dishes while the crowd laughs and talks.,a crowd of people are talking and laughing as dish plates and silverware gets moved or picked up,dish plates and silverware gets moved or picked up as a crowd of people are talking and laughing
Car Sounds.wav,A person enters a car and drives away.,A person opening and then closing a car door and then driving off.,"A vehicle door opens and closes, then the engine is turned on and the vehicle drives off.","Someone getting into a car, starting it, then driving off slowly.","Someone is getting into a car, starts it, then drives off slowly."
creaking wooden door moving fast blam blamming foley.wav,A power tool is drilling followed by doors opening and closing.,A power tool with drilling followed by doors opening and closing.,"A squeaky door is first very slowly opened, and then closed again.",A tool with a small motor adjusting a wooden door then the door makes a creaking noise,The small motor powered tool is adjusting a wooden door then the door creaks.
St. Marks NWR Wind at the Marina.wav,A water powered generator is in operation within a public park with birds chirping and people milling around.,"Birds chirp and people mill around in the public park, as a water powered generator runs.","Birds chirp, while wind blows in the background.",It is raining and birds are chirping and making noises.,"While it is raining, birds are chirping and making noises."
creaky_sauna_door.wav,A door is repeatedly open and shut and it has creaky hinges.,A door with creaky hinges is being repeatedly opened and shut.,A squeaky door opens three times and only shuts twice.,"Three times a squeaky door opens, and only shuts twice.",a door with rusty hinges is repeatedly opened and closed
walk through leaves.wav,A person is walking on top of leaves,A person walking quickly through leaves while someone is running on a path nearby.,"A person walks through the woods, stepping on crunchy leaves.",Leaves are crumbling beneath the feet of someone walking on them.,The crunching of dry leaves made as a person walks through the woods.
rainonroof.wav,Heavy wind and rain is sloshing as vehicles move through it.,The rain is pouring very hard on the ground,The vehicles are splashing through the heavy storm.,"The wind blows and rain falls to the ground, over whistling noises.",a car is moving in the middle of a heavy rain
Cow_Goat Bell.wav,A bell continues to ring with changes in its tolls.,A metal object erratically striking a bell causing it to ring.,"A wind chime incessantly chimes, accompanied by blowing wind.",The wind chime is consistently chiming while the wind is blowing.,a bell is continuously being rung for a period of time.
080909_03_machine_motor.wav,Construction workers working outside with people talking and a saw in the background.,People are talking while other people are cooking and moving dishes.,People are talking while someone is cooking and moving dishes.,People are working and talking to each other in a hallway while someone operates heavy machinery.,People talk over the roar of heavy machinery.
Crowd in a local market.wav,A crowd of people are talking and a vehicle is driving.,A vehicle is driving while a crowd of people are talking.,People are talking and children are yelling at a distance.,The people of the food hall fill the room with the echoing of their chatter.,The train station hums with announcements as people mill about.
20080421.docks.wav,A swinging chair going back and forth on a front porch.,Creaking in the foreground as multiple people have a conversation in the background.,Many people converse in the background with creaking in the foreground.,On a front porch a swinging chair goes back and forth.,People are talking and coming through an old squeaking wooden spring loaded gate.
13_waiting_chitwan.wav,A bird is tweeting and someone is walking on brush and twigs and a person faintly says something.,"A bird is tweeting, someone is walking on brush and twigs and a person faintly says something.",Birds are chirping and someone takes a step or two.,Someone takes a step or two as the birds chirp.,birds chirping insects making noise in the nature
FootSteps-SolidSurface.wav,A person is walking making loud sounds with their footsteps.,A person is walking up the stairs and it gets louder with every step.,"A person is walking up the stairs, it gets louder with every step.",A person walking making loud sounds with their footsteps.,Steady pace of boots walking along a surface repeatedly.
SR001F.wav,A man is speaking to a woman while moving a object on wheels.,People are talking and walking and it is getting louder and louder.,Their voices grow in volume with every step.,"Two people are talking, followed by footsteps hitting the ground.",Two people are walking towards a machine shop.
120731_Venice_AT_ChannelContinental_F_4824.wav,A couple speak to each other and splash water around.,A person is swimming in water while people are talking in the background.,A torrential rain is falling outside while people are walking.,Water in the pond is flowing and splashing as people are talking and calling to each other.,Water is being splashed in and a couple people speak to each other
Tree Rustle 3.wav,A car drives through a torrential down pour.,Rain is pouring down hard at a steady and consistent pace.,Rain is pouring down hard at the same speed.,"Water is rushing near by, but water is splashing closer.",Water rushing nearby and splashing water even closer.
Room-tone rain-drips 1m 161015_1013.wav,A door closes while water drips in the background.,A loud thump is followed by a machine running.,A person is breathing at the same time a cart rattles in the background.,A person is breathing while a cart rattles in the background.,Wind blows a window and the rain is lightly falling.
Gate open and close.wav,A door creaks while it is being opened and closed.,A door is opened and closed while creaking throughout.,"A person is moving around on a wooden object, causing it to creak.",Someone opening and looking through a filing cabinet.,The woman in the office just opened the filing cabinet and is looking through it.
"Frogs, Krka National Park, Croatia, edit.wav",A bird chirps as water falls in the background.,A duck squawks continuously while multiple other ducks call out to each other in the background.,A frog calls out while more frogs sound in the distance.,Amid a background of ducks calling to each other one duck squawks continuously,a frog calling with more frogs sounding in the distance
20060326.marshes.sparrow.wav,A bird cawing loudly while several birds chirp in the background.,Birds are chirping and one bird is chirping louder than the others.,Birds chirping one bird periodically chirping louder then the others.,Birds chirping with one louder then the others.,"Several birds were chirping, but one bird was cawing loudly."
greece_naxos_white_noise_2.wav,A light breeze blows as insects buzz periodically.,A river flowing outside in the distance with insects buzzing.,A river moves gently outside while insects buzz about.,Bugs are buzzing around while a stream runs in the background.,Bugs buzzing around on a hot day while a river stream runs in the background.
20091216.port.02.wav,A truck slowing down on a busy road and ready to drive off again,The engine of a vehicle hums while the vehicle does not move.,The engine of a vehicle rumbles while the vehicle sits in place.,A big truck is driving off to make a stop.,A large truck is pulling off to stop.
night_train_inside.wav,A person sitting in a train car with thumping sounds outside.,"A train that is coming down the tracks getting closer and closer,","A train that is coming down the tracks is getting closer and closer,","In the distance, a train is going down the tracks.",Someone sits in a train car while thumping is audible outside.
ae_39_st.wav,"A generator starts up, slows down, and then starts up again.",A motor slowly revving up and clanking against itself then winding back down.,"A motors revs slowly, clanks, then winds down.","An engine starts up, slows down, then speeds up again.",An engine started slowing and then picked up again
abandoned-ballroom-big-metal.wav,A person hitting a metallic object with a solid rod.,Someone is hitting a metal house with a piece of wood.,Someone is hitting a metal thing with something else.,Someone is hitting an metal thing with something else.,Someone is striking an object made of metal with a solid stick.
Creaking Door.wav,A door slowly creaks open before fading to a stop.,A door with hinges squeaked as it was slowly opened.,A door with hinges was slowly squeaked opened,A large wooden door opens slowly with a lot of creaks.,A large wooden door that opens slowly with a lot of creaks
Grackles.wav,Different species of birds chirp to one another at random frequency.,"Randomly, several species of birds begin to chirp at each other.",Some birds continued to chirp while others squeaked in unison.,Some birds were continuously chirping and squeaking at the same time,Various birds are singing and whistling as vehicles drive by in the background.
20110220_churchbell.wav,A bell is ringing loudly again and again while people are talking in the background.,A gong is struck among birds and talking people,People are talking while another person strikes a bell four times.,a bell loudly and slowly rings while people walk and talk and birds chirp,A bell loudly and slowly rings while people walk and talk and birds were chirping.
Nordbahnhof_Fussmarsch auf Kies_20100702.wav,A person is walking down a gravel path at a steady pace.,A person walking down a gravel path at a steady pace.,A person walks through gravel and cars drive by in the distance.,"A person walks while birds chirp, someone moves about pieces of wood, and cars pass by.",Footsteps are walking along a gravel path while the wind rises.
rain2.wav,A heavy rain storm coming down out side.,A heavy rain storm is coming down outside.,Rain hitting the ground and seems to be getting stronger.,Rain is hitting the ground and seems to be getting stronger.,The water from the sprinkler falls like light rain.
Cleaning Dishes in Kitchen Sink.wav,A faucet is running and dishes clank around in a sink.,A sink is on and dishes clank around the sink.,Air is moving and different hard objects are striking each other nearby.,Someone in a kitchen clinks glasses while setting them in a sink.,Someone washing dishes in a sink full of pots and pans.
street_ambience_day_2.wav,"A group of people are talking, and more people are in the background.","In a crowded restaurant many people talk, and silverware clinks on dishes.",Many people are talking to each other in a room.,Many people in the crowd are conversing with each other in a room.,Many people talking and silverware clinking on dishes in a crowded restaurant
Ambience with people.wav,A crowd of people are talking as a siren beeps in the background.,A large group of people were talking as a machine was working nearby.,A wide variety of people are talking and a machine is running nearby.,"As a machine beeps, people chatter in a large building.",People chatter in a large building as a machine beeps.
TropicalBirds1.wav,A wide variety of birds are chirping and calling.,A wide variety of chirping birds are calling.,One bird makes a squeaking sound and another bird chirps loudly while other birds chirp softly.,Several outside birds have shrill calls while others do not.,"Some birds chirp softly, but one bird squeaks and another chirps loudly."
atmo_kenting_national_park.wav,A bird whistles out a tune while cicadas chirp.,"Bird noises, wildlife sounds and the roar of traffic from a freeway full of vehicles in the distance.",Several birds chirping while crickets are also in the area chirping.,There are sounds of birds and wildlife as the traffic roars from the freeway with vehicle sounds in the distance.,various types of birds are chirping and it is windy
Country Porch Crickets.wav,A machine is on and a car is riding on a freeway,A strong wind is howling as a fire crackles in the background.,A truck is driving through a storm as water sprays around.,Someone drives at night while bugs buzz loudly.,Someone is driving at night while the bugs are really noisy.
Boston City Sidewalk - Mild Traffic - Midday Fenway.wav,A car engine revs and gets louder as the car approaches.,A car engine revs up and gets louder as the car approaches.,An engine whirs as people chat in the background.,The constant stream of rain and wheels turning and people yelling to get the attention of someone.,an engine is whirring and people are talking in the background
Tap turning on_off.wav,A faucet is turned on and water is running.,A faucet is turned on and water runs at medium rate.,A person turns on the sink faucet and lets it run,A tap is turned on and water flows from the tap.,Someone turns on the sink faucet and lets it run for a while.
CalmVillage NL 9pm SHORT Engelen 130701_01.wav,A group of wild birds are chirping and singing.,Birds are chirping and singing next to other birds.,Birds are sitting close to each other and singing and chirping.,Heavy traffic roars in the distance as various birds chirp and call.,Various birds chirp and call as heavy traffic roars in the distance.
Zoo2-20130725.wav,A group of birds chirping in the wild.,A lot of different kinds of birds are chirping.,Birds are chirping and tweeting in the distance.,"In the distance, birds are chirping and tweeting.",screaming of birds sound and a vehicle is passing sound
civic manual shifter noise.wav,A door lock is being picked by someone.,A lock is trying to be picked on a door.,Rumbling and shuffling noises pick up and slows in intensity.,Rumbling and shuffling noises that picks up and slows in intensity.,knocking of door sound and rolling of some wood sound
"Wind, Soft. Crickets.wav",A bus with the window wound down driving,"Air is moving, a bird is chirping and traffic is flowing in the background.",The bus put their window down as they drove down the street.,Wind is blowing loudly along with a slight rattling in the background.,Wind is blowing loudly with a slight rattling in the background.
hg.wav,A passing vehicle briefly covers a ticking clock.,Machines operating as vehicles pass by on the road.,"Out on the road a vehicle passing, machines working",The wind blows quickly and the rain falls steadily.,The wind is blowing quickly and it is raining.
Food Burning Cooking.wav,"The voice of a person at first, rain, and then a few footsteps.",A woman speaks softly over some electronic static,Electronic static while a woman speaks softly with it.,Oil sizzles in a frying pan and a woman talks.,Oil sizzles in a frying pan while a woman talks.
hereg_hungary__grain_field_1_20080712.wav,A car door opens and closes while insects buzz in the background.,A group of insects making a lot of noise in the background,Insects buzz in the background while a car door opens and closes.,"Someone is putting away a bottle when a car passes by, and crickets are chirping in the background.",The chorus of crickets chirp loudly in the evening.
thunder2.wav,A rain storm with thunder in the background.,A rainy day with thunder in the background.,"As rain strikes a surface, thunder booms in the background.",It was raining while the wind was blowing.,Rain is striking a surface and thunder is booming in the background.
Robin in town in the evening.wav,Birds are singing in the woods with a larger bird hooting in the background.,Birds singing in the woods with a larger bird hooting in the background.,"Several birds chirping, with an owl in the background.",Several birds were chirping including an owl in the background.,birds are chirping and other animals are making noises in the jungle
Night Traffic.wav,A car with a rumbling engine drives by on the road.,"A truck getting loaded up and then started, which quickly takes off to drive.",Cars and a large vehicle drive over rainy streets in a city tunnel.,"Cars drive on a road, one close by with a rumbling engine.",Rain falls as cars and a large vehicle drives through a city tunnel.
Lake St Clair 2.wav,As birds are chirping in the background the stream is flowing strongly.,Sounds of bubbling and gurgling running water constantly running through.,Water is making its way down a stream as birds are chirping off in the distance.,Water making bubbling sounds and then babbling sounds.,Water running down a stream and birds chirping in the background.
Tren Int. Train Gente Hablando.wav,A man is speaking while a baby is babbling.,A man speaks before a woman and child talk.,A man talking and a baby making sounds .,A man talks and then a woman and her child talk.,People are talking in a noisy environment with a small child babbling in the background.
LOUD THUNDER - WITH RAIN HITTING UMBRELLA.wav,Birds are chirping and a thunderstorm brewing in the background.,Birds are chirping and it is thundering and then starts raining.,Birds chirp over the background of a brewing thunderstorm,Thunder is rumbling and the rain falls down while a bird is chirping in the background,"While a bird chirps in the background, thunder rumbles and rain falls."
near_river.wav,A variety of insects and birds chirp at the same time.,Birds are singing as the wind blows in the background.,Birds sing in the trees nearby a thundering waterfall.,Many different kinds of insects and birds are chirping.,Some birds are chirping while the waterfall is rumbling in the background
Storm_28_6_2011.wav,It is raining and the rain is coming down on a sidewalk.,It is raining hard and light thundering in the background.,"Rain drops are falling, thunder lightly booms in the distance",Thunder lightly booms in the distance as rain drops fall.,rain pouring down and raindrops splashing on the floor.
ThunderWindandRain.wav,"As it rains, thunder rumbles in the distance.",Strong wind and a storm brewing in the background.,"Thunder begins to rumble, growing louder before it stops.",Water is gradually falling heavily with the wind force.,thundering as it rains a ways off in the distance
080808_29_City_Traffic_Road_Bus.wav,Cars and motorcycles are driving by on a street nearby.,"Close by, motorcycles and cars are travelling on a road.",The motorcycle and some cars were passing by,a motorcycle and some cars are passing by,a motorcycle passing by with traffic in the background
BoyRacer.wav,A motorcycle engine revs repeatedly before it accelerates away.,A motorcycle engine revs up then rides away.,A motorcycle engine revving up and riding away.,An engine of a motorcycle is revved constantly and then fades into the distance.,A motorcycles engine is revved consistently and fades into the distance.
Omsk_Victory_park_7.wav,A motorcycle approaches as a bird sings and children play in the background.,Birds are chirping while car engines are roaring in the distance.,Motorcycles go by and speed way up all the while birds are singing up close.,Motorcycles go by and speed way up while birds are singing up close.,vehicle driving fast sound and some birds screaming and wind blowing sound
Street Barcelona Lluria consell de cent 2.wav,A vehicle engine revving up and a motorcycle revving up as it passes by.,Cars and motorcycles are driving by on a busy highway.,Cars and motorcycles driving by on a busy highway.,Some different kinds of vehicles are speeding past.,Various types of vehicles are driving past at high speeds.
Rain and distant thunder.wav,It is raining with thunder coming in and is hitting the ground hard.,It is raining with thunder coming in and the rain is hitting the ground hard.,Rain droplets hit the floor as thunder roars in the background,Rain is pouring onto a roof and thunder is in the distance.,Rain is pouring onto a roof while thunder is booming in the distance.
walking in snow 2.wav,A person is walking at a steady pace outdoors with crackling at their feet.,"Footsteps grow louder and then softer as they crunch through gravel, twigs, and leaves.",Someone walking in the snow and on the ice.,Someone walks on the ice and in the snow .,a person walks at a steady pace outdoors with crackling at their feet
austin_ambience02.wav,Birds are chirping in the background while an owl is hooting.,Birds chirping in the background with an owl hooting.,"Water is flowing, birds are singing and voices in the background.",water falls heavily with great force in the wind with the screaming of animals,"water flowing, birds singing and voices in the background"
spatula1.wav,A person clangs two metal objects against another,A person hits a pan over and over again.,A person is clanging two metal objects together.,Two pipes are being banged together in a random way.,Two pipes are being banged together without any rhythm.
Toilet 1 .wav,"A toilet flushes, and water then flows down the drain.",A toilet is flushed two times after use.,"After a toilet is used, it is flushed two times.",Someone is flushing a toilet and the water goes down the pipes.,The water travels down through the pipes when the toilet is flushed.
TrainAcrossThePark_.wav,A bell is being hit at a constant rate and a train so coming on by.,A bell is sounding constantly as the train is coming by.,Metal pipes or pieces clanking together in an outdoor area with cars driving nearby.,The bell at the train station rings loudly as the train approaches.,"a train crossing signal, train approaches and goes past, birds sing"
1233_dripping_water_2.wav,A chiming vibration occurs as water drips onto a metallic surface.,Water drips into an empty shallow metal pan repeatedly,Water drops are falling into a metal pot.,Water drops slowly fall into a metal pot.,Water repeatedly drips down into a metal pan.
fountain train station.wav,Water is pouring down into a shallow creek.,Water pours down into a shallow creek below.,Water ran into a gutter and down a drain and a loudspeaker in the distance.,Water running into a gutter and down a drain and a loudspeaker in the distance.,"rain water falling into puddles on the ground and a loud, muffled voice in background"
PS3F_FOZ_Vila yolanda_grilo_noite.wav,Crickets make audible noises and animals howl in the distance.,Crickets were chirping and frogs were croaking in the background.,Insects are chirping as the slight wind blows.,Insects are chirping with slight wind in the background.,Several crickets and insects make noises next to a road that has cars driving by.
Evening Atmosphere #1.wav,A bus was driving on a rainy day,Birds are chirping against the traffic in the background and a light clicking toward end.,Birds start chirping in the background as the rain continues to pour down.,On a rainy day a bus is being drove.,The rain is pouring down and then birds start chirping in the background as the rain continues.
Train_stopping(2).wav,A bell rings as a train comes closer and slows down.,A bell tolls while a train drives by on the railroad tracks nearby.,Train bells ring before it passes by and moves into the distance.,Warning bells go off at a train crossing then a train goes by.,Warning bells of a train crossing and then a train going by and away.
Suburban Summer Nights.wav,Crickets and birds are chirping and singing as evening falls over the land.,Crickets chirp and buzz loudly outside many times.,Crickets chirping and buzzing loudly outside many times.,"Outside, several crickets and insects are chirping outside near the road.",Several crickets and insects chirping outside near a road.
Grasshoppers_and_wind2.wav,"A distant object scratches against another, as crickets chirp outside.",Crickets chirp outside and a distant object scratches against another.,Insects are audible in the distance in a soft environment.,"Out in nature, the wind is blowing softly while an insect is moving around nearby.",Some insects making noises from a distance in quiet environment
car alarm 130603.wav,"A car alarm blares, creating an echo as the noise hits a building.",A car alarm honking repeatedly in an open parking lot.,A car alarm is loudly beeping constantly through out.,"A loud car alarm beeps nonstop, in a constant manner.",In an open parking lot a car alarm honks repeatedly
engine_spin_up.wav,A drill is being turned up as the video goes on.,A drill with a bit is running at a fast speed.,"An engine gradually accelerates louder, going higher and higher in pitch as it speeds up.","An engine gradually accelerates, going higher and higher in pitch",The loud whine of a jet engine comes closer before parking.
fonte_0002.wav,A liquid drips quietly into another liquid with wind in the background.,Echoes of light drops of water drip onto a stone surface.,Water dripping out of a faucet with traffic sounds in the background.,"Water drips out the faucet, with sound from traffic.",Water is dripping down while cars are passing.
Wind__Artic__Cold.wav,An airplane is flying in the air at a steady pace.,An airplane that is flying in the air at a steady pace.,The airplane engine is whirring and then it takes off while the wind is blowing strongly,Wind blowing in strong gust created a wind tunnel effect.,Wind blowing in strong gust creating a wind tunnel effect.
Pag_Starigrad_crickets_birds_2.wav,Birds chirp while a large amount of water rushes loudly in the background,Birds chirping with water rushing loudly in the background.,Chirping bird sounds are in the jungle background.,Some birds sing loudly while other birds call and chirp.,jungle sounds the birds chirping in the background.
Wind Noise Backyard.wav,A person is walking on the ground in the distance.,A person opens a door with keys and they walk in and set the keys down.,"A person opens a door with keys, walks in and sets the keys down.",Distant traffic noise is muffled by the movement of a person in the office.,Distant traffic sounds are muffled by the movement of an individual in the office.
market3.wav,A crowded restaurant with many people talking over each other.,Loud talking with a crinkling sound near the end,People talk loudly and people shop at a market.,Several people are standing close together and speaking.,Several people talking in close proximity to each other.
STE-017 traffic bus stop.wav,A man begins to speak as cars drive by on a highway.,A man is talking as three vehicles pass by him very quickly.,A man speaks while cars are driving by in the background.,A man talks as three vehicles quickly pass by.,"While a man is speaking, cars drive by in the background."
microwave.oven.wav,A microwave cooking something then dings when ready.,A microwave is cooking something and then it dings when ready.,Someone starts a microwave and then it dings when done.,"Someone starts a microwave, which dings when it is done.",a vacuum runs and then a bell dings
Railway Line Signal.wav,A train using its brakes and chiming the bell.,A train crossing at an intersection with the train crossing sirens going off.,A train screeches to a halt as the warning bell dings,A train using its breaks while the bells ring on a crossing.,"A train using its breaks, while the bells ring at a crossing."
