file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Metal coat hanger on steel pole_cap_5.wav,N/A,N/A,N/A,N/A,A sewing machine operates at a slow pace because the needle does not hit consistently.
Frogs in Creek 2.wav,A car pulls up in the dark as frog croak in the swamp.,"Out in nature, crickets are chirping through the night.",Frogs and crickets are chirping together for several seconds.,"For several seconds, frogs and crickets chirp together.",Frogs and similar animals sing loudly in a cacophony of croaking.
Frogs in Creek 2_cap_1.wav,A car pulls up in the dark as frog croak in the swamp.,N/A,N/A,N/A,N/A
Frogs in Creek 2_cap_2.wav,N/A,"Out in nature, crickets are chirping through the night.",N/A,N/A,N/A
Frogs in Creek 2_cap_3.wav,N/A,N/A,Frogs and crickets are chirping together for several seconds.,N/A,N/A
Frogs in Creek 2_cap_4.wav,N/A,N/A,N/A,"For several seconds, frogs and crickets chirp together.",N/A
Frogs in Creek 2_cap_5.wav,N/A,N/A,N/A,N/A,Frogs and similar animals sing loudly in a cacophony of croaking.
capodanno_2010_002.wav,"repetitive, slightly distant banging with machinery in the distance.","A hammer bangs slow and steady, echoing in a large empty room.","A hammer bangs slow and steady, and the sound echoes in a large empty room.",Distant machinery bangs in a repeated rhythm as it operates.,Someone is bouncing a basketball on a basketball court slowly.
capodanno_2010_002_cap_1.wav,"repetitive, slightly distant banging with machinery in the distance.",N/A,N/A,N/A,N/A
capodanno_2010_002_cap_2.wav,N/A,"A hammer bangs slow and steady, echoing in a large empty room.",N/A,N/A,N/A
capodanno_2010_002_cap_3.wav,N/A,N/A,"A hammer bangs slow and steady, and the sound echoes in a large empty room.",N/A,N/A
capodanno_2010_002_cap_4.wav,N/A,N/A,N/A,Distant machinery bangs in a repeated rhythm as it operates.,N/A
capodanno_2010_002_cap_5.wav,N/A,N/A,N/A,N/A,Someone is bouncing a basketball on a basketball court slowly.
Dowland_Lachrymae_belFischerhude1.wav,Loud ringing electronic music mixed with high pitched squealing notes.,A distorted piece of instrumental music is playing.,"A keyboard plays music slowly, yet at a high volume.",A beep is followed by another sound and buzzing.,"Someone is playing a synthesizer, sounding like science fiction movie theme or other similar music."
Dowland_Lachrymae_belFischerhude1_cap_1.wav,Loud ringing electronic music mixed with high pitched squealing notes.,N/A,N/A,N/A,N/A
Dowland_Lachrymae_belFischerhude1_cap_2.wav,N/A,A distorted piece of instrumental music is playing.,N/A,N/A,N/A
Dowland_Lachrymae_belFischerhude1_cap_3.wav,N/A,N/A,"A keyboard plays music slowly, yet at a high volume.",N/A,N/A
Dowland_Lachrymae_belFischerhude1_cap_4.wav,N/A,N/A,N/A,A beep is followed by another sound and buzzing.,N/A
Dowland_Lachrymae_belFischerhude1_cap_5.wav,N/A,N/A,N/A,N/A,"Someone is playing a synthesizer, sounding like science fiction movie theme or other similar music."
bacon-frying.wav,water rushing from a small waterfall into a stream.,Hot grease sizzling and popping as food is being fried in it.,Water rushes from a small waterfall into a stream.,The water falls down and endlessly splashes onto something hard.,"Water runs endlessly, splashing down onto something hard."
bacon-frying_cap_1.wav,water rushing from a small waterfall into a stream.,N/A,N/A,N/A,N/A
bacon-frying_cap_2.wav,N/A,Hot grease sizzling and popping as food is being fried in it.,N/A,N/A,N/A
bacon-frying_cap_3.wav,N/A,N/A,Water rushes from a small waterfall into a stream.,N/A,N/A
bacon-frying_cap_4.wav,N/A,N/A,N/A,The water falls down and endlessly splashes onto something hard.,N/A
bacon-frying_cap_5.wav,N/A,N/A,N/A,N/A,"Water runs endlessly, splashing down onto something hard."
ReefClub.wav,A large body of water splashes against the shore of a coastline.,Large waves of water splash against the coastline.,"At the beach, the wind pushes the water away.",the rushing water of a river coming to shore.,Rushing water of a air tide coming to shore.
ReefClub_cap_1.wav,A large body of water splashes against the shore of a coastline.,N/A,N/A,N/A,N/A
ReefClub_cap_2.wav,N/A,Large waves of water splash against the coastline.,N/A,N/A,N/A
ReefClub_cap_3.wav,N/A,N/A,"At the beach, the wind pushes the water away.",N/A,N/A
ReefClub_cap_4.wav,N/A,N/A,N/A,the rushing water of a river coming to shore.,N/A
ReefClub_cap_5.wav,N/A,N/A,N/A,N/A,Rushing water of a air tide coming to shore.
Calm Morning Outdoor Ambience.wav,a large amount of birds are chirping and singing,Multiple species of birds chirping in the foreground and background and a monkey call.,"A stream is running through the woods , which is filled with different bird noises.","In the foreground and background, a monkey is calling and a multiple species of birds are chirping.",A large flock of birds chirp and sing together
Calm Morning Outdoor Ambience_cap_1.wav,a large amount of birds are chirping and singing,N/A,N/A,N/A,N/A
Calm Morning Outdoor Ambience_cap_2.wav,N/A,Multiple species of birds chirping in the foreground and background and a monkey call.,N/A,N/A,N/A
Calm Morning Outdoor Ambience_cap_3.wav,N/A,N/A,"A stream is running through the woods , which is filled with different bird noises.",N/A,N/A
Calm Morning Outdoor Ambience_cap_4.wav,N/A,N/A,N/A,"In the foreground and background, a monkey is calling and a multiple species of birds are chirping.",N/A
Calm Morning Outdoor Ambience_cap_5.wav,N/A,N/A,N/A,N/A,A large flock of birds chirp and sing together
Kyoto-Zoo.wav,"People talk while papers are shuffled and beeps are emitted, followed by some footsteps.",Several children speak and one of them brings attention to themselves by shouting out.,"As people walk with footsteps, a woman starts speaking, and a man speaks faintly and then several people speak simultaneously.",Some adults and children are talking at the same time.,Some adults and children talk at the same time.
Kyoto-Zoo_cap_1.wav,"People talk while papers are shuffled and beeps are emitted, followed by some footsteps.",N/A,N/A,N/A,N/A
Kyoto-Zoo_cap_2.wav,N/A,Several children speak and one of them brings attention to themselves by shouting out.,N/A,N/A,N/A
Kyoto-Zoo_cap_3.wav,N/A,N/A,"As people walk with footsteps, a woman starts speaking, and a man speaks faintly and then several people speak simultaneously.",N/A,N/A
Kyoto-Zoo_cap_4.wav,N/A,N/A,N/A,Some adults and children are talking at the same time.,N/A
Kyoto-Zoo_cap_5.wav,N/A,N/A,N/A,N/A,Some adults and children talk at the same time.
Ride between two stations on Paris Metro Line 10.wav,A large transportation machine is approaching and slowly coming to a stop.,A loud roaring with occasional clacking followed by a high pitched roaring.,a large train coming into a busy station.,A blender is operated for a few seconds and then comes to a slow stop.,A large transportation machine slowly approaches as it comes to a stop.
Ride between two stations on Paris Metro Line 10_cap_1.wav,A large transportation machine is approaching and slowly coming to a stop.,N/A,N/A,N/A,N/A
Ride between two stations on Paris Metro Line 10_cap_2.wav,N/A,A loud roaring with occasional clacking followed by a high pitched roaring.,N/A,N/A,N/A
Ride between two stations on Paris Metro Line 10_cap_3.wav,N/A,N/A,a large train coming into a busy station.,N/A,N/A
Ride between two stations on Paris Metro Line 10_cap_4.wav,N/A,N/A,N/A,A blender is operated for a few seconds and then comes to a slow stop.,N/A
Ride between two stations on Paris Metro Line 10_cap_5.wav,N/A,N/A,N/A,N/A,A large transportation machine slowly approaches as it comes to a stop.
Cloths wearing.wav,A bag is opened up and the contents are being looked through.,A piece of cloth is being blown away by a person.,Different clothes rustle against each other in a muted fashion.,A piece of cloth is being ruffled by a person.,Very soft rustling of clothing in the foreground.
Cloths wearing_cap_1.wav,A bag is opened up and the contents are being looked through.,N/A,N/A,N/A,N/A
Cloths wearing_cap_2.wav,N/A,A piece of cloth is being blown away by a person.,N/A,N/A,N/A
Cloths wearing_cap_3.wav,N/A,N/A,Different clothes rustle against each other in a muted fashion.,N/A,N/A
Cloths wearing_cap_4.wav,N/A,N/A,N/A,A piece of cloth is being ruffled by a person.,N/A
Cloths wearing_cap_5.wav,N/A,N/A,N/A,N/A,Very soft rustling of clothing in the foreground.
getting some ice from a bucket in the freezer.wav,Creaking is followed by thumping as an object is set down while birds chirp in the distance,A person is working in garage while birds are chirping in the background.,"Birds sing in the background, creaking noise followed by some thumps as an item is placed on a surface.","Winds breeze as birds tweet, owls hoot, and bugs buzz in the air.",Someone is fixing something while birds are chirping in the background.
getting some ice from a bucket in the freezer_cap_1.wav,Creaking is followed by thumping as an object is set down while birds chirp in the distance,N/A,N/A,N/A,N/A
getting some ice from a bucket in the freezer_cap_2.wav,N/A,A person is working in garage while birds are chirping in the background.,N/A,N/A,N/A
getting some ice from a bucket in the freezer_cap_3.wav,N/A,N/A,"Birds sing in the background, creaking noise followed by some thumps as an item is placed on a surface.",N/A,N/A
getting some ice from a bucket in the freezer_cap_4.wav,N/A,N/A,N/A,"Winds breeze as birds tweet, owls hoot, and bugs buzz in the air.",N/A
getting some ice from a bucket in the freezer_cap_5.wav,N/A,N/A,N/A,N/A,Someone is fixing something while birds are chirping in the background.
"Christmas lights, bulbs clinking, light handling.wav",Rocks are being moved from one position to the next.,Some small marble like objects are being moved around and rearranged,The crackling of a wrapper with something else metallic in the foreground.,In the foreground is the crackling of a wrapper with something else metallic.,A continuous crackling which has intermittent silence where it is quieter
"Christmas lights, bulbs clinking, light handling_cap_1.wav",Rocks are being moved from one position to the next.,N/A,N/A,N/A,N/A
"Christmas lights, bulbs clinking, light handling_cap_2.wav",N/A,Some small marble like objects are being moved around and rearranged,N/A,N/A,N/A
"Christmas lights, bulbs clinking, light handling_cap_3.wav",N/A,N/A,The crackling of a wrapper with something else metallic in the foreground.,N/A,N/A
"Christmas lights, bulbs clinking, light handling_cap_4.wav",N/A,N/A,N/A,In the foreground is the crackling of a wrapper with something else metallic.,N/A
"Christmas lights, bulbs clinking, light handling_cap_5.wav",N/A,N/A,N/A,N/A,A continuous crackling which has intermittent silence where it is quieter
Jackhammer;close .wav,"In the foreground, a very loud jackhammer stops once, resumes and fades at the end.",Concrete is being shattered by a drill that operates on air pressure.,A jackhammer is pounding against some concrete and starts to slow down.,"A jackhammer pounds against a strong surface, then starts to slow.",A very loud jackhammer is in the foreground which stops once and resumes and fades at the end.
Jackhammer;close _cap_1.wav,"In the foreground, a very loud jackhammer stops once, resumes and fades at the end.",N/A,N/A,N/A,N/A
Jackhammer;close _cap_2.wav,N/A,Concrete is being shattered by a drill that operates on air pressure.,N/A,N/A,N/A
Jackhammer;close _cap_3.wav,N/A,N/A,A jackhammer is pounding against some concrete and starts to slow down.,N/A,N/A
Jackhammer;close _cap_4.wav,N/A,N/A,N/A,"A jackhammer pounds against a strong surface, then starts to slow.",N/A
Jackhammer;close _cap_5.wav,N/A,N/A,N/A,N/A,A very loud jackhammer is in the foreground which stops once and resumes and fades at the end.
Cruzamento_barulhento.wav,A large truck idles then begins to accelerate away.,"With the engine revving and gears changing , a semi idles, air brakes release, and the semi begins to move.","Semi idling, air brakes release, and semi begins to move with the engine revving and gears changing.",A huge truck sits then starts to accelerate away.,A tractor is roaring and its engine is hissing.
Cruzamento_barulhento_cap_1.wav,A large truck idles then begins to accelerate away.,N/A,N/A,N/A,N/A
Cruzamento_barulhento_cap_2.wav,N/A,"With the engine revving and gears changing , a semi idles, air brakes release, and the semi begins to move.",N/A,N/A,N/A
Cruzamento_barulhento_cap_3.wav,N/A,N/A,"Semi idling, air brakes release, and semi begins to move with the engine revving and gears changing.",N/A,N/A
Cruzamento_barulhento_cap_4.wav,N/A,N/A,N/A,A huge truck sits then starts to accelerate away.,N/A
Cruzamento_barulhento_cap_5.wav,N/A,N/A,N/A,N/A,A tractor is roaring and its engine is hissing.
Misc_bird_calls_distant_light_traffic.wav,Something cracks several times and then stops while birds chirp.,A high pitched bird chirp accompanies tapping and vibrations.,something cracks several times then stops while birds chirp,"With periodic clicking, a low roar is accompanied by higher oscillation.",The individual drills the ground as the birds chirp in the background.
Misc_bird_calls_distant_light_traffic_cap_1.wav,Something cracks several times and then stops while birds chirp.,N/A,N/A,N/A,N/A
Misc_bird_calls_distant_light_traffic_cap_2.wav,N/A,A high pitched bird chirp accompanies tapping and vibrations.,N/A,N/A,N/A
Misc_bird_calls_distant_light_traffic_cap_3.wav,N/A,N/A,something cracks several times then stops while birds chirp,N/A,N/A
Misc_bird_calls_distant_light_traffic_cap_4.wav,N/A,N/A,N/A,"With periodic clicking, a low roar is accompanied by higher oscillation.",N/A
Misc_bird_calls_distant_light_traffic_cap_5.wav,N/A,N/A,N/A,N/A,The individual drills the ground as the birds chirp in the background.
Squeaky chair.wav,A finger rubbing and squeaking repetitively against a hard surface.,"A person rapidly and repeatedly opens and closes a door, causing creaking and squeaking sounds.","A chair is squeaking, more badly as time goes on.",A chair is squeaking and gets more squeaky as time goes on.,On a hard surface a finger is repetitively rubbing and squeaking.
Squeaky chair_cap_1.wav,A finger rubbing and squeaking repetitively against a hard surface.,N/A,N/A,N/A,N/A
Squeaky chair_cap_2.wav,N/A,"A person rapidly and repeatedly opens and closes a door, causing creaking and squeaking sounds.",N/A,N/A,N/A
Squeaky chair_cap_3.wav,N/A,N/A,"A chair is squeaking, more badly as time goes on.",N/A,N/A
Squeaky chair_cap_4.wav,N/A,N/A,N/A,A chair is squeaking and gets more squeaky as time goes on.,N/A
Squeaky chair_cap_5.wav,N/A,N/A,N/A,N/A,On a hard surface a finger is repetitively rubbing and squeaking.
PS3F_FOZ_centro_restaurante_bufet 6rs-meiodia.wav,"Light, indistinct chatter of many people while dishes and silverware click together randomly.","Light, unintelligible chatter of numerous individuals while dishes and utensils click together randomly",Dinner table conversations are had as utensils clank against dishes,Restaurant workers converse together in the back kitchen.,People talk and eat in the same room.
PS3F_FOZ_centro_restaurante_bufet 6rs-meiodia_cap_1.wav,"Light, indistinct chatter of many people while dishes and silverware click together randomly.",N/A,N/A,N/A,N/A
PS3F_FOZ_centro_restaurante_bufet 6rs-meiodia_cap_2.wav,N/A,"Light, unintelligible chatter of numerous individuals while dishes and utensils click together randomly",N/A,N/A,N/A
PS3F_FOZ_centro_restaurante_bufet 6rs-meiodia_cap_3.wav,N/A,N/A,Dinner table conversations are had as utensils clank against dishes,N/A,N/A
PS3F_FOZ_centro_restaurante_bufet 6rs-meiodia_cap_4.wav,N/A,N/A,N/A,Restaurant workers converse together in the back kitchen.,N/A
PS3F_FOZ_centro_restaurante_bufet 6rs-meiodia_cap_5.wav,N/A,N/A,N/A,N/A,People talk and eat in the same room.
Berlin Holocaust memorial walk 111224.wav,A person is walking around a vehicle as it drives past them.,A few footsteps disturbed a peaceful outdoor setting.,Birds chirp as a large vehicle drives increasingly faster away in the background.,"Constant city traffic is punctuated by footsteps walking, pausing, clicking, and then continuing.",A hallway in a building filled with people walking.
Berlin Holocaust memorial walk 111224_cap_1.wav,A person is walking around a vehicle as it drives past them.,N/A,N/A,N/A,N/A
Berlin Holocaust memorial walk 111224_cap_2.wav,N/A,A few footsteps disturbed a peaceful outdoor setting.,N/A,N/A,N/A
Berlin Holocaust memorial walk 111224_cap_3.wav,N/A,N/A,Birds chirp as a large vehicle drives increasingly faster away in the background.,N/A,N/A
Berlin Holocaust memorial walk 111224_cap_4.wav,N/A,N/A,N/A,"Constant city traffic is punctuated by footsteps walking, pausing, clicking, and then continuing.",N/A
Berlin Holocaust memorial walk 111224_cap_5.wav,N/A,N/A,N/A,N/A,A hallway in a building filled with people walking.
md1trk12.wav,Echoing is present due to the noisy conversation.,A ball is rolling inside a bucket as it is scraping against it.,metal scratching louder and more fierce as time goes on,A metallic swirling and scraping that gets louder and more irregular.,Metallic swirling and scraping grows louder and less regular.
md1trk12_cap_1.wav,Echoing is present due to the noisy conversation.,N/A,N/A,N/A,N/A
md1trk12_cap_2.wav,N/A,A ball is rolling inside a bucket as it is scraping against it.,N/A,N/A,N/A
md1trk12_cap_3.wav,N/A,N/A,metal scratching louder and more fierce as time goes on,N/A,N/A
md1trk12_cap_4.wav,N/A,N/A,N/A,A metallic swirling and scraping that gets louder and more irregular.,N/A
md1trk12_cap_5.wav,N/A,N/A,N/A,N/A,Metallic swirling and scraping grows louder and less regular.
luffy_wind3.wav,The person turns on the fan and turns it off.,A fan is blowing while someone claps their hands in the background.,Person is turning on a fan and turning it off.,"As someone claps their hands in the background, a fan blows in the foreground.",Someone is drying their hair with a hair dryer.
luffy_wind3_cap_1.wav,The person turns on the fan and turns it off.,N/A,N/A,N/A,N/A
luffy_wind3_cap_2.wav,N/A,A fan is blowing while someone claps their hands in the background.,N/A,N/A,N/A
luffy_wind3_cap_3.wav,N/A,N/A,Person is turning on a fan and turning it off.,N/A,N/A
luffy_wind3_cap_4.wav,N/A,N/A,N/A,"As someone claps their hands in the background, a fan blows in the foreground.",N/A
luffy_wind3_cap_5.wav,N/A,N/A,N/A,N/A,Someone is drying their hair with a hair dryer.
Remis of 104589__Donalfonso__Vibrating_alert-1_#2.wav,A phone is vibrating in a repeating pattern of three vibrations with one single beep in the middle.,A phone vibrating in a repeating pattern of three with one single beep in the middle.,Someone is operating a duck call that is repeatedly and a beep is happening near the end.,"A phone is ringing, and no one is responding to it.",Someone is operating a duck call repeatedly and a beep near the end.
Remis of 104589__Donalfonso__Vibrating_alert-1_#2_cap_1.wav,A phone is vibrating in a repeating pattern of three vibrations with one single beep in the middle.,N/A,N/A,N/A,N/A
Remis of 104589__Donalfonso__Vibrating_alert-1_#2_cap_2.wav,N/A,A phone vibrating in a repeating pattern of three with one single beep in the middle.,N/A,N/A,N/A
Remis of 104589__Donalfonso__Vibrating_alert-1_#2_cap_3.wav,N/A,N/A,Someone is operating a duck call that is repeatedly and a beep is happening near the end.,N/A,N/A
Remis of 104589__Donalfonso__Vibrating_alert-1_#2_cap_4.wav,N/A,N/A,N/A,"A phone is ringing, and no one is responding to it.",N/A
Remis of 104589__Donalfonso__Vibrating_alert-1_#2_cap_5.wav,N/A,N/A,N/A,N/A,Someone is operating a duck call repeatedly and a beep near the end.
Sheeheep.wav,A bunch of sheep are making sounds repeatedly.,A group of sheep are communicating with one another in unison.,A bunch of sheep are making sounds again and again.,a group of sheep communicating with one another in unison.,A group of sheep in their pen bleat loudly.
Sheeheep_cap_1.wav,A bunch of sheep are making sounds repeatedly.,N/A,N/A,N/A,N/A
Sheeheep_cap_2.wav,N/A,A group of sheep are communicating with one another in unison.,N/A,N/A,N/A
Sheeheep_cap_3.wav,N/A,N/A,A bunch of sheep are making sounds again and again.,N/A,N/A
Sheeheep_cap_4.wav,N/A,N/A,N/A,a group of sheep communicating with one another in unison.,N/A
Sheeheep_cap_5.wav,N/A,N/A,N/A,N/A,A group of sheep in their pen bleat loudly.
Australian morning birds.wav,A bird howls and a similar bird responds from a distance.,A pigeon coos while other birds sing in the background.,"A rooster crows six times, which causes a faint echo each time.",It is a bird that is cooing and making noises that repeat themselves.,"A rooster crows six times, causing a faint echo each time."
Australian morning birds_cap_1.wav,A bird howls and a similar bird responds from a distance.,N/A,N/A,N/A,N/A
Australian morning birds_cap_2.wav,N/A,A pigeon coos while other birds sing in the background.,N/A,N/A,N/A
Australian morning birds_cap_3.wav,N/A,N/A,"A rooster crows six times, which causes a faint echo each time.",N/A,N/A
Australian morning birds_cap_4.wav,N/A,N/A,N/A,It is a bird that is cooing and making noises that repeat themselves.,N/A
Australian morning birds_cap_5.wav,N/A,N/A,N/A,N/A,"A rooster crows six times, causing a faint echo each time."
Summer evening near a small lake.wav,A relatively quiet outdoor setting with small general sounds in the background,Light traffic going down a road with a lot of bugs chirping in the background,Small general noises are in the background of a relatively quiet outdoor setting.,"A very low white noise, a clicking and a low squeaking.",light traffic travelling down a road while bugs chirp in the background.
Summer evening near a small lake_cap_1.wav,A relatively quiet outdoor setting with small general sounds in the background,N/A,N/A,N/A,N/A
Summer evening near a small lake_cap_2.wav,N/A,Light traffic going down a road with a lot of bugs chirping in the background,N/A,N/A,N/A
Summer evening near a small lake_cap_3.wav,N/A,N/A,Small general noises are in the background of a relatively quiet outdoor setting.,N/A,N/A
Summer evening near a small lake_cap_4.wav,N/A,N/A,N/A,"A very low white noise, a clicking and a low squeaking.",N/A
Summer evening near a small lake_cap_5.wav,N/A,N/A,N/A,N/A,light traffic travelling down a road while bugs chirp in the background.
soundnumber DOG41000% dedicatedtoola3hairislong.wav,People are singing in the background to synthesized music.,Low static tones mix with eerie and ghost like voices.,"And a lot of screeching, a low buzzing is followed by a sound and conversation.",A music player is playing a piece of distorted music.,Low static tones were mixed with eerie and ghost like voices.
soundnumber DOG41000% dedicatedtoola3hairislong_cap_1.wav,People are singing in the background to synthesized music.,N/A,N/A,N/A,N/A
soundnumber DOG41000% dedicatedtoola3hairislong_cap_2.wav,N/A,Low static tones mix with eerie and ghost like voices.,N/A,N/A,N/A
soundnumber DOG41000% dedicatedtoola3hairislong_cap_3.wav,N/A,N/A,"And a lot of screeching, a low buzzing is followed by a sound and conversation.",N/A,N/A
soundnumber DOG41000% dedicatedtoola3hairislong_cap_4.wav,N/A,N/A,N/A,A music player is playing a piece of distorted music.,N/A
soundnumber DOG41000% dedicatedtoola3hairislong_cap_5.wav,N/A,N/A,N/A,N/A,Low static tones were mixed with eerie and ghost like voices.
glassmeow.wav,A loud squealing occurs and stops and the squealing comes back,A constant high pitched music note and a meowing cat.,"A loud squealing occurs and stops, but then the squealing comes back.",A cat meows while a person creates different sound wave frequencies.,A high pitched tone is generated and a cat meows at the same pitch.
glassmeow_cap_1.wav,A loud squealing occurs and stops and the squealing comes back,N/A,N/A,N/A,N/A
glassmeow_cap_2.wav,N/A,A constant high pitched music note and a meowing cat.,N/A,N/A,N/A
glassmeow_cap_3.wav,N/A,N/A,"A loud squealing occurs and stops, but then the squealing comes back.",N/A,N/A
glassmeow_cap_4.wav,N/A,N/A,N/A,A cat meows while a person creates different sound wave frequencies.,N/A
glassmeow_cap_5.wav,N/A,N/A,N/A,N/A,A high pitched tone is generated and a cat meows at the same pitch.
Snow Walking Quiet.wav,Someone walks quickly over dirt and twigs and then slows down.,"Squeaky plastic objects being rubbed together, person walking off in snow to a distance.",Someone rapidly walks through snow and then slows down.,Shoes moving rapidly across dirt and twigs and then slow down.,Rubber shoes rub the surface as someone walks.
Snow Walking Quiet_cap_1.wav,Someone walks quickly over dirt and twigs and then slows down.,N/A,N/A,N/A,N/A
Snow Walking Quiet_cap_2.wav,N/A,"Squeaky plastic objects being rubbed together, person walking off in snow to a distance.",N/A,N/A,N/A
Snow Walking Quiet_cap_3.wav,N/A,N/A,Someone rapidly walks through snow and then slows down.,N/A,N/A
Snow Walking Quiet_cap_4.wav,N/A,N/A,N/A,Shoes moving rapidly across dirt and twigs and then slow down.,N/A
Snow Walking Quiet_cap_5.wav,N/A,N/A,N/A,N/A,Rubber shoes rub the surface as someone walks.
tea_stir.wav,Metal spoon stirring inside of a glass coffee cup.,A metal spoon is stirring inside of a glass coffee cup.,"A person stirs continuously, clanking the spoon in their cup.",a person continuously stirs and clanks the spoon in their cup,A bottle is tumbled and slide a short distance across the cement.
tea_stir_cap_1.wav,Metal spoon stirring inside of a glass coffee cup.,N/A,N/A,N/A,N/A
tea_stir_cap_2.wav,N/A,A metal spoon is stirring inside of a glass coffee cup.,N/A,N/A,N/A
tea_stir_cap_3.wav,N/A,N/A,"A person stirs continuously, clanking the spoon in their cup.",N/A,N/A
tea_stir_cap_4.wav,N/A,N/A,N/A,a person continuously stirs and clanks the spoon in their cup,N/A
tea_stir_cap_5.wav,N/A,N/A,N/A,N/A,A bottle is tumbled and slide a short distance across the cement.
Handling Bottle.wav,"A man speaks briefly, then something is being filed and sharpened.",A man talks and then sighs while a scraping sounds makes noise.,A man speaks briefly before something is filed or sharpened.,Two solid objects collide as a man speaks.,A hard object scrapes against a solid surface and faint breathing is audible
Handling Bottle_cap_1.wav,"A man speaks briefly, then something is being filed and sharpened.",N/A,N/A,N/A,N/A
Handling Bottle_cap_2.wav,N/A,A man talks and then sighs while a scraping sounds makes noise.,N/A,N/A,N/A
Handling Bottle_cap_3.wav,N/A,N/A,A man speaks briefly before something is filed or sharpened.,N/A,N/A
Handling Bottle_cap_4.wav,N/A,N/A,N/A,Two solid objects collide as a man speaks.,N/A
Handling Bottle_cap_5.wav,N/A,N/A,N/A,N/A,A hard object scrapes against a solid surface and faint breathing is audible
MopRally.wav,A man is giving a speech in the background while someone is mixing something.,A man is speaking loudly on a loud speaker and people are then clapping and cheering,A speaker is talking while people applaud him.,Someone gives a speech as the man mixes in the foreground.,The speaker talks while the people applaud him.
MopRally_cap_1.wav,A man is giving a speech in the background while someone is mixing something.,N/A,N/A,N/A,N/A
MopRally_cap_2.wav,N/A,A man is speaking loudly on a loud speaker and people are then clapping and cheering,N/A,N/A,N/A
MopRally_cap_3.wav,N/A,N/A,A speaker is talking while people applaud him.,N/A,N/A
MopRally_cap_4.wav,N/A,N/A,N/A,Someone gives a speech as the man mixes in the foreground.,N/A
MopRally_cap_5.wav,N/A,N/A,N/A,N/A,The speaker talks while the people applaud him.
Laptop_Shut &amp; Open.wav,Many people are talking causing an echo in the building.,An echo from people talking at a distance in an empty corridor.,Vague voices fill up a building with echoing and repetitive sounds.,Indistinct voices fill up an indoor building with echoes.,"Air movement, people speaking and one hard object softly hitting  another."
Laptop_Shut &amp; Open_cap_1.wav,Many people are talking causing an echo in the building.,N/A,N/A,N/A,N/A
Laptop_Shut &amp; Open_cap_2.wav,N/A,An echo from people talking at a distance in an empty corridor.,N/A,N/A,N/A
Laptop_Shut &amp; Open_cap_3.wav,N/A,N/A,Vague voices fill up a building with echoing and repetitive sounds.,N/A,N/A
Laptop_Shut &amp; Open_cap_4.wav,N/A,N/A,N/A,Indistinct voices fill up an indoor building with echoes.,N/A
Laptop_Shut &amp; Open_cap_5.wav,N/A,N/A,N/A,N/A,"Air movement, people speaking and one hard object softly hitting  another."
Small Aircraft Katana DV20 - outside.wav,The propeller is running at a fairly consistent speed and volume.,Airplane propeller sounds at different speeds during take off.,"An engine revs loudly and then takes off, accelerating as it speeds away.",A propeller running at a fairly consistent speed and volume.,A grassy lawn is cut as the machine moves about the yard.
Small Aircraft Katana DV20 - outside_cap_1.wav,The propeller is running at a fairly consistent speed and volume.,N/A,N/A,N/A,N/A
Small Aircraft Katana DV20 - outside_cap_2.wav,N/A,Airplane propeller sounds at different speeds during take off.,N/A,N/A,N/A
Small Aircraft Katana DV20 - outside_cap_3.wav,N/A,N/A,"An engine revs loudly and then takes off, accelerating as it speeds away.",N/A,N/A
Small Aircraft Katana DV20 - outside_cap_4.wav,N/A,N/A,N/A,A propeller running at a fairly consistent speed and volume.,N/A
Small Aircraft Katana DV20 - outside_cap_5.wav,N/A,N/A,N/A,N/A,A grassy lawn is cut as the machine moves about the yard.
Breathing Man Machine 2.wav,"A machine running, metal striking metal and repeating commotion",One item is continuously whirring while something else is periodically blowing.,Large footsteps are echoing across the hallway as they are getting closer.,Loud cranking noises echoing in a cave against each other repeatedly.,"A machine running, metal striking metal and echoing noise."
Breathing Man Machine 2_cap_1.wav,"A machine running, metal striking metal and repeating commotion",N/A,N/A,N/A,N/A
Breathing Man Machine 2_cap_2.wav,N/A,One item is continuously whirring while something else is periodically blowing.,N/A,N/A,N/A
Breathing Man Machine 2_cap_3.wav,N/A,N/A,Large footsteps are echoing across the hallway as they are getting closer.,N/A,N/A
Breathing Man Machine 2_cap_4.wav,N/A,N/A,N/A,Loud cranking noises echoing in a cave against each other repeatedly.,N/A
Breathing Man Machine 2_cap_5.wav,N/A,N/A,N/A,N/A,"A machine running, metal striking metal and echoing noise."
SoS_SpookySounds_Bubbling01.wav,Wind is blowing through water as it trickles while flowing.,A liquid is percolating through a glass tube.,Liquid is percolating through a glass like tube.,Water is running down from the faucet into a large container.,Water moving in a shut metal container close by.
SoS_SpookySounds_Bubbling01_cap_1.wav,Wind is blowing through water as it trickles while flowing.,N/A,N/A,N/A,N/A
SoS_SpookySounds_Bubbling01_cap_2.wav,N/A,A liquid is percolating through a glass tube.,N/A,N/A,N/A
SoS_SpookySounds_Bubbling01_cap_3.wav,N/A,N/A,Liquid is percolating through a glass like tube.,N/A,N/A
SoS_SpookySounds_Bubbling01_cap_4.wav,N/A,N/A,N/A,Water is running down from the faucet into a large container.,N/A
SoS_SpookySounds_Bubbling01_cap_5.wav,N/A,N/A,N/A,N/A,Water moving in a shut metal container close by.
